player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,GS,W,L,ERA,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP
Reiss Knehr,663753,last_7,AAA,29.6,Nashville Sounds,Total,NAS,- - -,0,0,0,.00,0,0,0,3.1,11,2,0,0,0,0,0,0,0,0,5,13.50,.00,,.00,45.5%,0.0%,45.5%,.182,.60,,,.31
Patrick Sandoval,663776,last_7,AAA,29.6,Worcester Red Sox,Total,WOR,- - -,1,0,0,.00,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,0,.00,6.75,.00,.00,0.0%,20.0%,-20.0%,.000,.75,,,5.56
Nolan Kingham,663884,last_7,AAA,29.8,Round Rock Express,Total,RR,- - -,1,0,1,9.64,0,0,0,4.2,21,4,5,5,2,4,0,0,0,0,7,13.50,7.71,1.75,3.86,33.3%,19.0%,14.3%,.235,1.71,,,9.53
Brendon Little,663893,last_7,AAA,29.8,Buffalo Bisons,Total,BUF,- - -,0,0,0,.00,0,0,0,2.2,11,1,0,0,0,2,0,0,0,0,3,1.12,6.75,1.50,.00,27.3%,18.2%,9.1%,.111,1.12,,,3.31
Michael Flynn,663901,last_7,AAA,29.8,El Paso Chihuahuas,Total,ELP,- - -,0,0,0,7.71,0,0,0,2.1,13,4,2,2,1,3,0,0,0,0,2,7.71,11.57,.67,3.86,15.4%,23.1%,-7.7%,.400,3.00,,,12.10
Jake Higginbotham,663977,last_7,AAA,30.4,St. Paul Saints,Total,STP,- - -,0,0,0,6.75,0,0,0,1.1,6,2,1,1,1,0,0,0,0,0,4,27.00,.00,,6.75,66.7%,0.0%,66.7%,.333,1.50,,,7.06
Scott Effross,664123,last_7,AAA,32.4,Toledo Mud Hens,Total,TOL,- - -,0,0,0,18.00,0,0,0,1.0,5,2,2,2,1,0,0,0,0,0,1,9.00,.00,,9.00,20.0%,0.0%,20.0%,.400,2.00,,,14.31
Geoff Hartlieb,664129,last_7,AAA,32.5,Las Vegas Aviators,Total,LV,- - -,0,0,0,.00,0,0,0,3.2,16,2,0,0,0,4,0,0,0,0,5,12.27,9.82,1.25,.00,31.2%,25.0%,6.2%,.167,1.64,,,4.93
Joey Lucchesi,664192,last_7,AAA,33.0,Salt Lake Bees,Total,SL,- - -,0,1,0,.00,0,0,0,2.0,6,0,0,0,0,0,0,0,0,0,2,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.39
Cristian Javier,664299,last_7,AA,29.2,Corpus Christi Hooks,Total,CC,- - -,1,0,1,27.00,0,0,0,0.2,6,2,2,2,0,2,0,0,0,0,2,27.00,27.00,1.00,.00,33.3%,33.3%,0.0%,.500,6.00,,,6.22
Wandisson Charles,664301,last_7,AA,29.7,Erie SeaWolves,Total,ERI,- - -,0,1,0,12.27,0,0,0,3.2,18,6,5,5,1,0,0,1,0,0,3,7.36,.00,,2.45,16.7%,0.0%,16.7%,.353,1.64,,,6.61
Carlos Guzman,664346,last_7,AA,28.0,Binghamton Rumble Ponies,Total,BNG,- - -,0,1,0,9.00,0,0,0,1.0,5,2,1,1,0,0,0,0,1,0,1,9.00,.00,,.00,20.0%,0.0%,20.0%,.400,2.00,,,1.88
José Urquidy,664353,last_7,AAA,31.1,Indianapolis Indians,Total,IND,- - -,2,2,0,.69,0,0,0,13.0,46,6,1,1,1,1,0,1,0,0,7,4.85,.69,7.00,.69,15.2%,2.2%,13.0%,.136,.54,,,3.69
Jose Espada,664744,last_7,AAA,29.3,Norfolk Tides,Total,NOR,- - -,0,0,0,.00,0,0,0,2.1,10,0,0,0,0,2,0,1,0,0,2,7.71,7.71,1.00,.00,20.0%,20.0%,0.0%,.000,.86,,,5.45
Alexis Díaz,664747,last_7,AAA,29.7,Round Rock Express,Total,RR,- - -,0,0,0,.00,0,0,1,1.2,8,1,0,0,0,2,0,0,0,0,2,1.80,1.80,1.00,.00,25.0%,25.0%,0.0%,.167,1.80,,,5.59
Kyle Keller,664918,last_7,AAA,33.1,Worcester Red Sox,Total,WOR,- - -,0,1,0,.00,0,0,0,3.0,10,1,0,0,0,0,0,0,0,0,3,9.00,.00,,.00,30.0%,0.0%,30.0%,.100,.33,,,1.31
Anthony Misiewicz,664948,last_7,AAA,31.6,Louisville Bats,Total,LOU,- - -,0,1,0,.00,0,0,0,3.0,10,1,1,0,0,0,0,0,0,0,1,3.00,.00,,.00,10.0%,0.0%,10.0%,.100,.33,,,2.64
Elvis Alvarado,665660,last_7,AAA,27.3,Las Vegas Aviators,Total,LV,- - -,0,0,0,.00,0,0,2,1.1,4,0,0,0,0,0,0,0,0,0,3,2.25,.00,,.00,75.0%,0.0%,75.0%,.000,.00,,,-.11
Reiver Sanmartin,665665,last_7,AAA,30.1,Sacramento River Cats,Total,SAC,- - -,0,0,0,4.50,0,0,0,2.0,9,3,2,1,0,0,0,0,0,0,1,4.50,.00,,.00,11.1%,0.0%,11.1%,.333,1.50,,,3.39
Javier Assad,665871,last_7,AAA,28.8,Iowa Cubs,Total,IOW,- - -,1,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,1.31
Janser Lara,665878,last_7,AA,29.8,Frisco RoughRiders,Total,FRI,- - -,0,0,0,4.50,0,0,0,2.0,8,2,1,1,1,0,0,0,0,0,5,22.50,.00,,4.50,62.5%,0.0%,62.5%,.250,1.00,,,4.72
Abdiel Mendoza,665959,last_7,AA,27.7,Arkansas Travelers,Total,ARK,- - -,0,1,0,.00,0,0,0,4.2,19,4,0,0,0,1,0,0,0,0,4,7.71,1.93,4.00,.00,21.1%,5.3%,15.8%,.222,1.07,,,2.15
Braxton Garrett,666129,last_7,AAA,28.8,Jacksonville Jumbo Shrimp,Total,JAX,- - -,1,0,0,1.93,0,0,0,4.2,18,3,1,1,1,1,0,0,0,0,5,9.64,1.93,5.00,1.93,27.8%,5.6%,22.2%,.176,.86,,,4.60
Drake Fellows,666148,last_7,AAA,28.2,Lehigh Valley IronPigs,Total,LHV,- - -,1,0,0,3.60,0,0,0,5.0,19,4,2,2,1,2,0,0,0,0,6,1.80,3.60,3.00,1.80,31.6%,10.5%,21.1%,.235,1.20,,,4.71
Chuck King,666155,last_7,AAA,28.4,Lehigh Valley IronPigs,Total,LHV,- - -,0,1,0,.00,0,0,0,3.0,11,0,0,0,0,2,0,0,0,0,4,12.00,6.00,2.00,.00,36.4%,18.2%,18.2%,.000,.67,,,2.64
Mason Thompson,666168,last_7,AAA,28.3,Round Rock Express,Total,RR,- - -,0,0,0,4.50,0,0,0,2.0,11,2,2,1,0,3,0,0,0,0,2,9.00,13.50,.67,.00,18.2%,27.3%,-9.1%,.250,2.50,,,6.89
Indigo Diaz,666301,last_7,AA,27.6,Amarillo Sod Poodles,Total,AMA,- - -,0,1,0,9.00,0,0,0,3.0,15,3,3,3,1,3,0,0,1,0,2,6.00,9.00,.67,3.00,13.3%,20.0%,-6.7%,.250,2.00,,,9.22
Jhony Brito,666745,last_7,AA,28.3,San Antonio Missions,Total,SA,- - -,1,1,0,1.80,0,0,0,5.0,17,3,1,1,1,0,0,0,0,0,2,3.60,.00,,1.80,11.8%,0.0%,11.8%,.176,.60,,,5.02
Mitch Neunborn,666748,last_7,AA,28.9,Reading Fightin Phils,Total,REA,- - -,0,0,0,.00,0,0,0,1.2,6,0,0,0,0,1,0,0,0,0,3,16.20,5.40,3.00,.00,50.0%,16.7%,33.3%,.000,.60,,,2.08
Anderson Pilar,666768,last_7,AAA,28.3,Gwinnett Stripers,Total,GWN,- - -,0,0,0,7.71,0,0,0,2.1,12,5,2,2,2,0,0,0,0,0,2,7.71,.00,,7.71,16.7%,0.0%,16.7%,.417,2.14,,,12.74
Tommy Nance,667297,last_7,AAA,35.2,Buffalo Bisons,Total,BUF,- - -,0,0,0,18.00,0,0,0,1.0,6,3,2,2,0,0,0,0,0,0,2,18.00,.00,,.00,33.3%,0.0%,33.3%,.500,3.00,,,-.69
Jack Ralston,667652,last_7,AAA,28.8,Jacksonville Jumbo Shrimp,Total,JAX,- - -,0,2,0,2.08,0,0,0,4.1,17,3,1,1,1,1,0,0,0,0,6,12.46,2.08,6.00,2.08,35.3%,5.9%,29.4%,.188,.92,,,4.23
Cole Winn,668390,last_7,AAA,26.5,Round Rock Express,Total,RR,- - -,0,0,0,.00,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,1,13.50,13.50,1.00,.00,33.3%,33.3%,0.0%,.000,1.50,,,5.89
Hagen Danner,668470,last_7,AAA,27.7,Louisville Bats,Total,LOU,- - -,0,0,0,135.00,0,0,0,0.1,6,2,5,5,0,3,0,0,0,0,1,27.00,81.00,.33,.00,16.7%,50.0%,-33.3%,.667,15.00,,,24.31
Noah Murdock,668716,last_7,AAA,27.8,Indianapolis Indians,Total,IND,- - -,0,0,0,.00,0,0,0,4.0,13,0,0,0,0,2,0,0,0,0,5,11.25,4.50,2.50,.00,38.5%,15.4%,23.1%,.000,.50,,,2.50
Kenyon Yovan,668719,last_7,AA,28.4,Rocket City Trash Pandas,Total,RCT,- - -,0,0,0,.00,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,2,13.50,.00,,.00,50.0%,0.0%,50.0%,.000,.00,,,.10
Colin Peluse,668761,last_7,AA,28.0,Reading Fightin Phils,Total,REA,- - -,0,0,2,16.20,0,0,0,3.1,17,6,8,6,2,0,0,0,0,0,1,2.70,.00,,5.40,5.9%,0.0%,5.9%,.353,1.80,,,11.08
Dylan File,668766,last_7,AAA,30.0,Toledo Mud Hens,Total,TOL,- - -,2,0,1,6.55,1,0,0,11.0,51,15,11,8,1,1,0,1,0,0,9,7.36,.82,9.00,.82,17.6%,2.0%,15.7%,.306,1.45,,,3.40
Garrett Stallings,668831,last_7,AAA,28.8,Nashville Sounds,Total,NAS,- - -,2,0,0,2.00,0,0,0,9.0,40,10,2,2,0,3,0,0,0,0,10,1.00,3.00,3.33,.00,25.0%,7.5%,17.5%,.270,1.44,,,2.09
Easton McGee,668834,last_7,AAA,28.4,Nashville Sounds,Total,NAS,- - -,1,0,0,1.80,0,0,0,1.2,9,2,2,2,0,2,0,0,0,0,2,1.80,1.80,1.00,.00,22.2%,22.2%,0.0%,.286,2.40,,,4.51
Ryan Miller,668943,last_7,AAA,30.2,Albuquerque Isotopes,Total,ABQ,- - -,0,0,0,3.38,0,0,0,2.2,12,3,1,1,0,1,1,0,0,0,1,3.38,3.38,1.00,.00,8.3%,8.3%,0.0%,.273,1.50,,,4.76
Tobias Myers,668964,last_7,AAA,27.8,Syracuse Mets,Total,SYR,- - -,0,0,0,.00,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75,.00,,.00,25.0%,0.0%,25.0%,.000,.00,,,1.81
Hans Crouse,668968,last_7,AAA,27.7,Norfolk Tides,Total,NOR,- - -,0,0,0,.00,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,3,2.25,.00,,.00,75.0%,0.0%,75.0%,.000,.00,,,-1.19
Bryse Wilson,669060,last_7,AAA,28.5,Lehigh Valley IronPigs,Total,LHV,- - -,1,0,0,.00,0,0,0,4.0,13,1,0,0,0,1,0,0,0,0,5,11.25,2.25,5.00,.00,38.5%,7.7%,30.8%,.083,.50,,,1.56
Ryan Webb,669067,last_7,AAA,27.1,Columbus Clippers,Total,COL,- - -,1,0,1,8.31,0,0,0,4.1,23,4,4,4,0,6,0,1,0,0,4,8.31,12.46,.67,.00,17.4%,26.1%,-8.7%,.250,2.31,,,6.31
Tanner Burns,669142,last_7,AAA,27.4,Columbus Clippers,Total,COL,- - -,0,0,0,16.20,0,0,1,1.2,10,3,3,3,1,2,0,0,0,0,2,1.80,1.80,1.00,5.40,20.0%,20.0%,0.0%,.375,3.00,,,12.31
Bruce Zimmermann,669145,last_7,AAA,31.3,Memphis Redbirds,Total,MEM,- - -,1,0,1,4.76,0,0,0,5.2,23,6,3,3,0,1,0,0,0,0,4,6.35,1.59,4.00,.00,17.4%,4.3%,13.0%,.273,1.24,,,2.43
Jack Little,669193,last_7,AAA,28.4,Toledo Mud Hens,Total,TOL,- - -,0,0,0,4.50,0,0,0,2.0,11,2,1,1,0,2,0,1,0,0,2,9.00,9.00,1.00,.00,18.2%,18.2%,0.0%,.250,2.00,,,5.81
Eli Morgan,669212,last_7,AAA,30.1,Omaha Storm Chasers,Total,OMA,- - -,0,0,0,27.00,0,0,0,0.2,5,1,2,2,0,2,0,0,1,0,0,.00,27.00,.00,.00,0.0%,40.0%,-40.0%,.333,4.50,,,12.31
Dan Hammer,669285,last_7,AA,28.7,Binghamton Rumble Ponies,Total,BNG,- - -,0,1,0,.00,0,0,0,3.1,13,0,0,0,0,1,0,0,0,0,3,8.10,2.70,3.00,.00,23.1%,7.7%,15.4%,.000,.30,,,2.98
Paul Campbell,669294,last_7,AAA,30.9,Iowa Cubs,Total,IOW,- - -,0,0,1,21.00,0,0,0,3.0,17,8,7,7,4,1,0,0,0,0,1,3.00,3.00,1.00,12.00,5.9%,5.9%,0.0%,.500,3.00,,,2.98
TJ Shook,669298,last_7,AAA,28.0,Albuquerque Isotopes,Total,ABQ,- - -,0,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,1,9.00,.00,,.00,33.3%,0.0%,33.3%,.000,.00,,,2.39
CJ Van Eyk,669310,last_7,AAA,27.7,Buffalo Bisons,Total,BUF,- - -,0,0,1,3.86,0,0,0,4.2,17,2,2,2,0,1,0,0,1,0,4,7.71,1.93,4.00,.00,23.5%,5.9%,17.6%,.125,.64,,,2.24
Blayne Enlow,669416,last_7,AA,27.2,Columbus Clingstones,Total,COL,- - -,0,0,0,.00,0,0,0,2.0,8,1,0,0,0,1,0,0,0,0,0,.00,4.50,.00,.00,0.0%,12.5%,-12.5%,.143,1.00,,,4.60
Jacob Heatherly,669436,last_7,AA,28.0,Birmingham Barons,Total,BIR,- - -,0,0,0,4.50,0,0,0,2.0,10,3,1,1,1,1,0,0,1,0,3,13.50,4.50,3.00,4.50,30.0%,10.0%,20.0%,.333,2.00,,,8.10
Chandler Champlain,669441,last_7,AAA,26.9,Rochester Red Wings,Total,ROC,- - -,1,1,0,5.40,0,0,0,5.0,21,4,3,3,1,1,0,1,0,0,7,12.60,1.80,7.00,1.80,33.3%,4.8%,28.6%,.211,1.00,,,4.31
Jake Palisch,669449,last_7,AA,27.8,Birmingham Barons,Total,BIR,- - -,1,0,1,13.50,0,0,0,4.0,23,9,6,6,1,1,0,0,0,1,2,4.50,2.25,2.00,2.25,8.7%,4.3%,4.3%,.409,2.50,,,6.10
Shane Bieber,669456,last_7,A,31.0,Dunedin Blue Jays,Total,DUN,- - -,2,0,1,14.40,0,0,0,5.0,27,12,8,8,2,0,0,0,0,1,5,9.00,.00,,3.60,18.5%,0.0%,18.5%,.444,2.40,,,6.60
Brady Basso,669620,last_7,AAA,28.7,Las Vegas Aviators,Total,LV,- - -,1,1,1,5.79,0,0,0,4.2,26,8,6,3,1,3,0,0,0,0,2,3.86,5.79,.67,1.93,7.7%,11.5%,-3.8%,.348,2.36,,,8.24
Chris Murphy,669684,last_7,AAA,28.0,Charlotte Knights,Total,CLT,- - -,0,0,0,.00,0,0,1,1.0,4,0,0,0,0,0,0,1,0,0,1,9.00,.00,,.00,25.0%,0.0%,25.0%,.000,.00,,,4.31
Kade Strowd,669704,last_7,AAA,28.7,Reno Aces,Total,RNO,- - -,0,0,0,13.50,0,0,0,0.2,6,1,2,1,0,2,0,0,0,0,1,13.50,27.00,.50,.00,16.7%,33.3%,-16.7%,.250,4.50,,,1.39
Davis Daniel,669721,last_7,AAA,29.0,Louisville Bats,Total,LOU,- - -,1,0,0,5.79,0,0,0,4.2,24,7,3,3,1,3,0,1,0,0,5,9.64,5.79,1.67,1.93,20.8%,12.5%,8.3%,.350,2.14,,,6.52
Kirby Snead,669912,last_7,AAA,31.7,Lehigh Valley IronPigs,Total,LHV,- - -,0,1,1,8.10,0,0,0,3.1,17,1,3,3,1,8,0,0,0,0,2,5.40,21.60,.25,2.70,11.8%,47.1%,-35.3%,.111,2.70,,,13.21
Jason Alexander,669920,last_7,AAA,33.3,Sugar Land Space Cowboys,Total,SUG,- - -,1,1,0,3.00,0,0,0,6.0,27,8,2,2,0,2,0,0,0,0,3,4.50,3.00,1.50,.00,11.1%,7.4%,3.7%,.320,1.67,,,4.39
Raul Brito,669993,last_7,AAA,29.0,St. Paul Saints,Total,STP,- - -,0,1,0,3.00,0,0,0,3.0,11,1,1,1,1,1,0,0,1,0,1,3.00,3.00,1.00,3.00,9.1%,9.1%,0.0%,.100,.67,,,7.98
Julian Garcia,670062,last_7,AAA,31.1,Louisville Bats,Total,LOU,- - -,0,0,0,3.86,0,0,0,2.1,10,3,1,1,1,1,0,0,0,0,2,7.71,3.86,2.00,3.86,20.0%,10.0%,10.0%,.333,1.71,,,8.45
Wyatt Mills,670090,last_7,AAA,31.4,Oklahoma City Comets,Total,OKC,- - -,0,0,0,.00,0,0,1,1.1,5,0,0,0,0,1,0,0,0,0,2,13.50,6.75,2.00,.00,40.0%,20.0%,20.0%,.000,.75,,,3.64
Raymond Burgos,670103,last_7,AAA,27.5,Worcester Red Sox,Total,WOR,- - -,0,1,0,1.93,0,0,0,4.2,20,3,1,1,0,3,0,1,0,0,4,7.71,5.79,1.33,.00,20.0%,15.0%,5.0%,.188,1.29,,,4.17
Seth Shuman,670234,last_7,AAA,28.5,Rochester Red Wings,Total,ROC,- - -,0,0,1,2.70,0,0,0,3.1,14,4,1,1,0,0,0,0,0,0,0,.00,.00,,.00,0.0%,0.0%,0.0%,.286,1.20,,,3.31
Darren McCaughan,670766,last_7,AAA,30.2,Louisville Bats,Total,LOU,- - -,1,0,1,13.50,0,0,0,2.2,15,5,4,4,3,2,0,1,0,0,1,3.38,6.75,.50,1.12,6.7%,13.3%,-6.7%,.417,2.62,,,2.56
Logan Gillaspie,670810,last_7,AAA,29.1,El Paso Chihuahuas,Total,ELP,- - -,0,0,0,2.08,0,0,0,4.1,17,3,1,1,1,1,0,0,0,0,3,6.23,2.08,3.00,2.08,17.6%,5.9%,11.8%,.188,.92,,,6.70
Guillo Zuñiga,670871,last_7,AA,27.7,Binghamton Rumble Ponies,Total,BNG,- - -,0,0,0,2.70,0,0,1,3.1,14,3,1,1,0,1,0,0,2,0,5,13.50,2.70,5.00,.00,35.7%,7.1%,28.6%,.231,1.20,,,1.78
Daison Acosta,670897,last_7,ACL,27.8,ACL Padres,Total,A-PAD,- - -,1,0,0,.00,0,0,0,1.0,3,0,0,0,0,0,0,0,0,0,2,18.00,.00,,.00,66.7%,0.0%,66.7%,.000,.00,,,1.05
Logan Allen,671106,last_7,AAA,27.8,Columbus Clippers,Total,COL,- - -,2,0,0,2.89,0,0,0,9.1,44,11,5,3,1,5,0,2,0,0,13,12.54,4.82,2.60,.96,29.5%,11.4%,18.2%,.297,1.71,,,4.17
Jake Eder,671109,last_7,AAA,27.7,Oklahoma City Comets,Total,OKC,- - -,0,0,0,.00,0,0,0,2.1,10,1,0,0,0,2,0,0,0,0,3,11.57,7.71,1.50,.00,30.0%,20.0%,10.0%,.125,1.29,,,4.39
Sammy Peralta,671111,last_7,AAA,28.1,Albuquerque Isotopes,Total,ABQ,- - -,1,1,0,14.73,0,0,0,3.2,18,7,7,6,2,0,0,1,0,0,6,14.73,.00,,4.91,33.3%,0.0%,33.3%,.412,1.91,,,9.02
Trenton Denholm,671143,last_7,AAA,26.5,Columbus Clippers,Total,COL,- - -,0,1,0,9.00,0,0,0,2.0,12,5,4,2,0,0,0,0,0,0,3,13.50,.00,,.00,25.0%,0.0%,25.0%,.417,2.50,,,.31
Connor Thomas,671162,last_7,AAA,28.0,Gwinnett Stripers,Total,GWN,- - -,0,0,0,.00,0,0,0,2.0,6,1,0,0,0,0,0,0,0,0,1,4.50,.00,,.00,16.7%,0.0%,16.7%,.167,.50,,,2.31
Joe Boyle,671212,last_7,AAA,26.8,Durham Bulls,Total,DUR,- - -,0,0,1,4.50,0,0,0,1.1,11,6,6,6,0,1,0,1,0,0,1,6.75,6.75,1.00,.00,9.1%,9.1%,0.0%,.667,5.25,,,6.31
Michel Otañez,671305,last_7,AAA,28.9,Round Rock Express,Total,RR,- - -,0,0,0,6.00,0,0,0,3.0,13,3,2,2,1,1,0,0,0,0,4,12.00,3.00,4.00,3.00,30.8%,7.7%,23.1%,.250,1.33,,,7.05
Jason Foley,671345,last_7,AAA,30.6,Sacramento River Cats,Total,SAC,- - -,0,0,0,9.00,0,0,0,2.0,10,4,3,2,1,1,0,0,0,0,1,4.50,4.50,1.00,4.50,10.0%,10.0%,0.0%,.444,2.50,,,11.39
Jaycob Deese,671600,last_7,AA,26.0,Altoona Curve,Total,ALT,- - -,0,0,1,21.00,0,0,0,3.0,20,8,7,7,1,3,0,1,0,0,1,3.00,9.00,.33,3.00,5.0%,15.0%,-10.0%,.500,3.67,,,11.54
Marquis Grissom Jr.,671726,last_7,AA,24.9,Harrisburg Senators,Total,HBG,- - -,0,1,0,13.50,0,0,0,1.1,7,3,2,2,1,0,0,0,0,0,2,13.50,.00,,6.75,28.6%,0.0%,28.6%,.429,2.25,,,1.63
Adam Tulloch,671969,last_7,AA,25.9,Akron RubberDucks,Total,AKR,- - -,0,0,0,.00,0,0,0,2.0,8,0,0,0,0,2,0,0,0,0,2,9.00,9.00,1.00,.00,25.0%,25.0%,0.0%,.000,1.00,,,4.88
Eric Cerantola,672021,last_7,AAA,26.1,Omaha Storm Chasers,Total,OMA,- - -,0,0,2,8.10,0,0,1,3.1,14,2,3,3,2,3,0,0,1,0,1,2.70,8.10,.33,5.40,7.1%,21.4%,-14.3%,.182,1.50,,,13.21
Sam Carlson,672277,last_7,AAA,27.5,Sugar Land Space Cowboys,Total,SUG,- - -,0,0,0,9.00,0,0,0,1.0,6,3,1,1,0,1,0,0,1,0,1,9.00,9.00,1.00,.00,16.7%,16.7%,0.0%,.600,4.00,,,5.39
Kaleb Ort,672391,last_7,AAA,34.3,Salt Lake Bees,Total,SL,- - -,0,0,0,13.50,0,0,1,2.0,13,4,3,3,0,3,0,0,2,0,1,4.50,13.50,.33,.00,7.7%,23.1%,-15.4%,.400,3.50,,,7.89
Yovanny Cruz,672442,last_7,AAA,26.8,Scranton/Wilkes-Barre RailRiders,Total,SWB,- - -,0,0,1,3.86,0,0,0,2.1,9,1,1,1,0,1,0,0,1,0,5,19.29,3.86,5.00,.00,55.6%,11.1%,44.4%,.125,.86,,,.31
Helcris Olivárez,672487,last_7,AAA,25.8,Omaha Storm Chasers,Total,OMA,- - -,0,1,0,2.25,0,0,0,4.0,17,2,1,1,0,4,0,0,1,0,6,13.50,9.00,1.50,.00,35.3%,23.5%,11.8%,.154,1.50,,,3.31
Danis Correa,672550,last_7,AAA,26.8,Syracuse Mets,Total,SYR,- - -,0,0,0,13.50,0,0,0,2.0,10,4,3,3,2,0,0,0,0,0,1,4.50,.00,,9.00,10.0%,0.0%,10.0%,.400,2.00,,,15.31
Gerardo Carrillo,672629,last_7,AAA,27.7,Reno Aces,Total,RNO,- - -,0,0,0,3.38,0,0,1,2.2,13,2,1,1,0,3,0,1,0,0,2,6.75,1.12,.67,.00,15.4%,23.1%,-7.7%,.222,1.88,,,7.39
Luis Palacios,672712,last_7,AAA,25.9,Jacksonville Jumbo Shrimp,Total,JAX,- - -,1,1,0,3.86,0,0,0,7.0,27,5,3,3,0,2,0,0,0,0,9,11.57,2.57,4.50,.00,33.3%,7.4%,25.9%,.200,1.00,,,1.48
Kodai Senga,673540,last_7,AAA,33.3,Syracuse Mets,Total,SYR,- - -,1,0,1,5.40,0,0,0,5.0,25,6,3,3,0,2,0,2,2,0,5,9.00,3.60,2.50,.00,20.0%,8.0%,12.0%,.286,1.60,,,3.71
Robinson Ortiz,673662,last_7,AAA,26.4,Tacoma Rainiers,Total,TAC,- - -,0,0,0,9.00,0,0,0,2.0,12,5,2,2,0,0,0,0,1,0,3,13.50,.00,,.00,25.0%,0.0%,25.0%,.417,2.50,,,1.39
Caleb Freeman,673965,last_7,AA,28.3,New Hampshire Fisher Cats,Total,NH,- - -,0,0,0,.00,0,0,2,3.2,16,1,0,0,0,3,0,0,0,0,5,12.27,7.36,1.67,.00,31.2%,18.8%,12.5%,.077,1.09,,,3.61
Jason Ruffcorn,674022,last_7,AA,27.9,Arkansas Travelers,Total,ARK,- - -,0,0,0,.00,0,0,0,4.0,14,1,0,0,0,1,0,1,0,0,4,9.00,2.25,4.00,.00,28.6%,7.1%,21.4%,.083,.50,,,2.72
Tommy Henry,674072,last_7,AAA,28.9,Reno Aces,Total,RNO,- - -,1,0,1,8.31,0,0,0,4.1,22,9,4,4,0,1,0,0,0,0,3,6.23,2.08,3.00,.00,13.6%,4.5%,9.1%,.429,2.31,,,3.70
Jack Weisenburger,674073,last_7,AAA,28.7,Syracuse Mets,Total,SYR,- - -,1,1,0,.93,0,0,0,9.2,35,6,1,1,1,3,0,0,0,0,9,8.38,2.79,3.00,.93,25.7%,8.6%,17.1%,.188,.93,,,3.72
Houston Roth,674175,last_7,AAA,28.2,Tacoma Rainiers,Total,TAC,- - -,2,0,2,7.71,0,0,0,4.2,20,6,4,4,1,1,0,0,0,0,4,7.71,1.93,4.00,1.93,20.0%,5.0%,15.0%,.316,1.50,,,6.10
Kevin Abel,674265,last_7,AA,27.3,Chattanooga Lookouts,Total,CHA,- - -,1,0,1,7.11,1,0,0,6.1,29,6,5,5,1,4,0,1,1,0,6,8.53,5.68,1.50,1.42,20.7%,13.8%,6.9%,.250,1.58,,,5.63
Eduarniel Núñez,674384,last_7,AAA,27.0,Norfolk Tides,Total,NOR,- - -,0,0,0,.00,0,0,0,1.0,5,1,0,0,0,1,0,0,0,0,0,.00,9.00,.00,.00,0.0%,20.0%,-20.0%,.250,2.00,,,6.31
Michael Plassmeyer,674681,last_7,AAA,29.6,Buffalo Bisons,Total,BUF,- - -,0,0,1,7.71,0,0,0,2.1,9,0,2,2,0,2,0,0,0,0,2,7.71,7.71,1.00,.00,22.2%,22.2%,0.0%,.000,.86,,,4.17
Spencer Bengard,675248,last_7,AA,24.1,Wichita Wind Surge,Total,WCH,- - -,0,0,0,2.25,0,0,0,4.0,18,5,1,1,0,3,0,0,1,0,4,9.00,6.75,1.33,.00,22.2%,16.7%,5.6%,.333,2.00,,,3.47
Hayden Merda,675296,last_7,AA,26.2,Somerset Patriots,Total,SOM,- - -,0,0,0,9.00,0,0,0,1.0,4,1,1,1,1,0,0,0,0,0,2,18.00,.00,,9.00,50.0%,0.0%,50.0%,.250,1.00,,,12.88
Jake Covey,675356,last_7,FCL,24.8,FCL Twins,Total,F-TWI,- - -,0,0,0,.00,0,0,0,2.0,9,2,0,0,0,1,0,1,0,0,3,13.50,4.50,3.00,.00,33.3%,11.1%,22.2%,.286,1.50,,,3.93
Cory Lewis,675375,last_7,AA,25.6,Wichita Wind Surge,Total,WCH,- - -,1,0,0,4.50,0,0,0,4.0,18,3,3,2,1,3,0,0,0,0,3,6.75,6.75,1.00,2.25,16.7%,16.7%,0.0%,.200,1.50,,,7.22
Kelly Austin,675502,last_7,AA,25.5,Somerset Patriots,Total,SOM,- - -,0,0,0,6.75,0,0,0,1.1,9,5,1,1,0,1,0,0,0,0,2,13.50,6.75,2.00,.00,22.2%,11.1%,11.1%,.625,4.50,,,3.13
Xzavion Curry,675540,last_7,AAA,27.9,Syracuse Mets,Total,SYR,- - -,1,0,0,3.18,0,0,0,5.2,24,6,2,2,1,1,0,0,0,0,3,4.76,1.59,3.00,1.59,12.5%,4.2%,8.3%,.261,1.24,,,5.07
