player_name,player_id,timeframe,aLevel,Age,TeamName,Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
Robert Calaz,sa3021078,last_15,A,19,COL (A),Total,- - -,- - -,,,10,38,38,9,6,3,0,0,2,3,0,0,6,0,0,0,1,0,0,.237,0.0%,15.8%,0.00,.237,.316,.553,.079,0.9,.281,-0.1,3,-2.5,.261,53
Angel Cepeda,sa3021080,last_45,A,19,CHC (A),Total,- - -,- - -,,,22,80,95,17,14,2,1,0,8,5,15,0,28,0,0,0,0,10,2,.213,15.8%,29.5%,0.54,.337,.263,.599,.050,7.5,.327,0.8,10,-1.7,.313,91
Luis Almeyda,sa3021081,last_15,A,19,BAL (A),Total,- - -,- - -,,,9,31,34,9,7,2,0,0,2,5,3,0,6,0,0,0,1,3,0,.290,8.8%,17.6%,0.50,.353,.355,.708,.065,4.9,.360,0.5,5,0.3,.351,107
Luis Almeyda,sa3021081,last_30,A,19,BAL (A),Total,- - -,- - -,,,17,59,66,13,9,4,0,0,7,12,7,0,15,0,0,0,2,4,0,.220,10.6%,22.7%,0.47,.303,.288,.591,.068,5.8,.295,0.7,6,-2.4,.300,75
Luis Almeyda,sa3021081,last_45,A,19,BAL (A),Total,- - -,- - -,,,25,80,92,20,13,7,0,0,10,20,10,0,19,2,0,0,3,8,1,.250,10.9%,20.7%,0.53,.348,.338,.685,.088,5.9,.328,0.9,12,0.0,.346,100
Luis Almeyda,sa3021081,last_7,A,19,BAL (A),Total,- - -,- - -,,,5,19,20,5,4,1,0,0,1,2,1,0,5,0,0,0,1,2,0,.263,5.0%,25.0%,0.20,.300,.316,.616,.053,5.2,.357,0.3,2,-0.5,.303,82
Esmil Valencia,sa3021082,last_45,A,19,HOU (A),Total,- - -,- - -,,,32,118,128,33,28,3,0,2,13,15,6,0,34,3,1,0,3,18,7,.280,4.7%,26.6%,0.18,.328,.356,.684,.076,5.3,.373,0.2,16,-0.1,.336,101
Esmil Valencia,sa3021082,last_7,A,19,HOU (A),Total,- - -,- - -,,,5,17,18,6,5,1,0,0,1,1,0,0,6,1,0,0,1,3,0,.353,0.0%,33.3%,0.00,.389,.412,.801,.059,5.4,.545,0.5,3,0.7,.393,135
Esmil Valencia,sa3021082,last_15,A,19,HOU (A),Total,- - -,- - -,,,11,39,44,12,9,2,0,1,6,4,2,0,13,3,0,0,1,9,2,.308,4.5%,29.5%,0.15,.386,.436,.822,.128,6.3,.440,0.8,8,2.2,.403,141
Yoeilin Cespedes,sa3021085,last_30,A,19,BOS (A),Total,- - -,- - -,,,20,82,91,18,11,3,2,2,10,11,8,0,16,0,1,0,2,2,2,.220,8.8%,17.6%,0.50,.286,.378,.664,.159,6.0,.246,-0.7,10,-1.2,.319,84
Daiverson Gutierrez,sa3021086,last_7,A,19,NYM (A),Total,- - -,- - -,,,5,18,22,6,6,0,0,0,5,4,4,0,2,0,0,0,0,1,0,.333,18.2%,9.1%,2.00,.455,.333,.788,.000,6.0,.375,0.1,4,1.1,.400,135
Yoeilin Cespedes,sa3021085,last_7,A,19,BOS (A),Total,- - -,- - -,,,4,18,18,4,4,0,0,0,2,1,0,0,5,0,0,0,0,1,0,.222,0.0%,27.8%,0.00,.222,.222,.444,.000,6.8,.308,0.2,1,-1.6,.217,23
Esmil Valencia,sa3021082,last_30,A,19,HOU (A),Total,- - -,- - -,,,21,74,83,20,16,2,0,2,9,9,5,0,20,3,1,0,2,13,4,.270,6.0%,24.1%,0.25,.337,.378,.716,.108,5.5,.340,0.6,11,0.8,.351,110
Daiverson Gutierrez,sa3021086,last_15,A,19,NYM (A),Total,- - -,- - -,,,10,29,40,10,8,2,0,0,5,7,11,0,3,0,0,0,1,2,0,.345,27.5%,7.5%,3.67,.525,.414,.939,.069,4.5,.385,0.2,9,4.1,.468,176
Yoeilin Cespedes,sa3021085,last_45,A,19,BOS (A),Total,- - -,- - -,,,32,127,141,32,19,7,2,4,17,19,13,0,29,0,1,0,2,4,2,.252,9.2%,20.6%,0.45,.319,.433,.752,.181,6.2,.295,-0.4,20,2.3,.359,108
Welbyn Francisca,sa3021087,last_30,A,19,CLE (A),Total,- - -,- - -,,,22,88,99,31,22,8,0,1,12,16,10,0,17,0,1,0,3,12,6,.352,10.1%,17.2%,0.59,.414,.477,.891,.125,4.9,.423,-0.5,19,6.8,.429,155
Daiverson Gutierrez,sa3021086,last_30,A,19,NYM (A),Total,- - -,- - -,,,18,60,74,20,15,4,0,1,15,12,13,0,7,1,0,0,1,2,0,.333,17.6%,9.5%,1.86,.459,.450,.909,.117,5.2,.365,0.1,15,6.0,.441,159
Welbyn Francisca,sa3021087,last_45,A,19,CLE (A),Total,- - -,- - -,,,34,138,152,43,31,9,2,1,17,24,12,0,23,0,2,0,5,18,6,.312,7.9%,15.1%,0.52,.362,.428,.789,.116,7.4,.362,0.5,24,4.8,.379,125
Yoeilin Cespedes,sa3021085,last_15,A,19,BOS (A),Total,- - -,- - -,,,11,44,49,11,6,2,2,1,8,8,4,0,9,0,1,0,2,1,0,.250,8.2%,18.4%,0.44,.306,.455,.761,.205,8.1,.286,0.1,7,0.7,.355,106
Welbyn Francisca,sa3021087,last_15,A,19,CLE (A),Total,- - -,- - -,,,12,48,55,17,12,5,0,0,7,8,7,0,10,0,0,0,2,6,5,.354,12.7%,18.2%,0.70,.436,.458,.895,.104,4.4,.447,-1.2,11,4.1,.437,160
Daiverson Gutierrez,sa3021086,last_45,A,19,NYM (A),Total,- - -,- - -,,,27,92,115,26,20,4,0,2,22,14,19,0,13,3,1,0,3,2,0,.283,16.5%,11.3%,1.46,.417,.391,.809,.109,4.9,.308,-0.1,20,5.4,.397,133
Welbyn Francisca,sa3021087,last_7,A,19,CLE (A),Total,- - -,- - -,,,6,23,27,6,5,1,0,0,1,4,4,0,6,0,0,0,1,3,1,.261,14.8%,22.2%,0.67,.370,.304,.675,.043,4.0,.353,0.1,4,0.2,.346,105
Filippo Di Turi,sa3021093,last_45,A,19,MIL (A),Total,- - -,- - -,,,34,119,136,31,17,7,2,5,17,16,14,0,32,0,3,0,2,2,0,.261,10.3%,23.5%,0.44,.331,.479,.810,.218,6.4,.306,0.1,21,4.3,.380,121
Filippo Di Turi,sa3021093,last_30,A,19,MIL (A),Total,- - -,- - -,,,23,82,92,22,13,5,1,3,9,11,8,0,24,0,2,0,1,1,0,.268,8.7%,26.1%,0.33,.326,.463,.790,.195,5.1,.333,0.0,14,2.4,.372,116
Filippo Di Turi,sa3021093,last_15,A,19,MIL (A),Total,- - -,- - -,,,12,47,50,11,6,2,1,2,5,4,3,0,18,0,0,0,1,0,0,.234,6.0%,36.0%,0.17,.280,.447,.727,.213,3.6,.333,-0.1,6,0.2,.343,99
Filippo Di Turi,sa3021093,last_7,A,19,MIL (A),Total,- - -,- - -,,,6,23,24,6,3,1,1,1,2,2,1,0,8,0,0,0,0,0,0,.261,4.2%,33.3%,0.13,.292,.522,.813,.261,3.1,.357,0.0,4,0.7,.377,119
Jeremy Rodriguez,sa3021101,last_30,A,18,NYM (A),Total,- - -,- - -,,,21,82,90,19,17,1,1,0,10,7,7,0,17,0,0,1,1,5,2,.232,7.8%,18.9%,0.41,.292,.268,.560,.037,6.8,.292,-0.2,7,-4.1,.277,61
Jeremy Rodriguez,sa3021101,last_7,A,18,NYM (A),Total,- - -,- - -,,,5,21,25,6,6,0,0,0,3,4,3,0,1,0,0,1,0,1,0,.286,12.0%,4.0%,3.00,.375,.286,.661,.000,5.0,.300,0.1,3,0.0,.335,95
Jesus Fernandez,sa3021123,last_7,A,19,OAK (A),Total,- - -,- - -,,,3,9,10,2,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,.222,10.0%,0.0%,1.00,.300,.222,.522,.000,7.1,.222,0.2,1,-0.7,.271,48
Yeiker Reyes,sa3021126,last_15,A,19,COL (A),Total,- - -,- - -,,,13,39,43,11,11,0,0,0,3,1,4,0,7,0,0,0,1,6,0,.282,9.3%,16.3%,0.57,.349,.282,.631,.000,5.4,.344,1.0,5,-0.8,.321,89
Jeremy Rodriguez,sa3021101,last_15,A,18,NYM (A),Total,- - -,- - -,,,12,47,52,10,10,0,0,0,5,4,4,0,8,0,0,1,0,2,2,.213,7.7%,15.4%,0.50,.275,.213,.487,.000,4.0,.256,-0.7,3,-3.6,.248,43
Jesus Fernandez,sa3021123,last_45,A,19,OAK (A),Total,- - -,- - -,,,20,72,77,13,11,2,0,0,6,4,3,0,7,1,0,1,2,2,1,.181,3.9%,9.1%,0.43,.224,.208,.432,.028,4.4,.200,-0.2,2,-7.9,.218,21
Jesus Fernandez,sa3021123,last_15,A,19,OAK (A),Total,- - -,- - -,,,7,25,27,6,6,0,0,0,4,1,1,0,1,1,0,0,0,1,1,.240,3.7%,3.7%,1.00,.296,.240,.536,.000,4.9,.250,-0.3,2,-1.8,.274,53
Jesus Fernandez,sa3021123,last_30,A,19,OAK (A),Total,- - -,- - -,,,13,43,47,8,7,1,0,0,5,2,2,0,5,1,0,1,1,2,1,.186,4.3%,10.6%,0.40,.239,.209,.448,.023,5.7,.211,-0.2,2,-4.6,.228,27
Jeremy Rodriguez,sa3021101,last_45,A,18,NYM (A),Total,- - -,- - -,,,32,124,144,27,24,2,1,0,19,10,18,0,27,0,1,1,2,11,3,.218,12.5%,18.8%,0.67,.315,.250,.565,.032,7.1,.276,0.3,13,-5.4,.288,67
Yeiker Reyes,sa3021126,last_30,A,19,COL (A),Total,- - -,- - -,,,23,66,77,17,14,3,0,0,8,1,9,0,15,2,0,0,1,8,2,.258,11.7%,19.5%,0.60,.364,.303,.667,.045,5.5,.333,0.3,10,-0.1,.341,101
Yeiker Reyes,sa3021126,last_7,A,19,COL (A),Total,- - -,- - -,,,6,16,19,5,5,0,0,0,3,1,3,0,2,0,0,0,1,5,0,.313,15.8%,10.5%,1.50,.421,.313,.734,.000,6.7,.357,0.9,3,0.5,.378,123
Abraham Nunez,sa3021156,last_30,A,19,CHW (A),Total,- - -,- - -,,,22,79,84,15,10,5,0,0,8,3,5,0,21,0,0,0,0,5,2,.190,6.0%,25.0%,0.24,.238,.253,.491,.063,5.7,.259,0.0,5,-5.8,.244,41
Yeiker Reyes,sa3021126,last_45,A,19,COL (A),Total,- - -,- - -,,,35,111,127,28,22,6,0,0,12,6,14,0,35,2,0,0,1,11,4,.252,11.0%,27.6%,0.40,.346,.306,.653,.054,5.0,.368,-0.2,16,-1.3,.331,95
Abraham Nunez,sa3021156,last_45,A,19,CHW (A),Total,- - -,- - -,,,33,117,131,21,15,5,1,0,14,4,11,0,30,2,1,0,1,5,3,.179,8.4%,22.9%,0.37,.260,.239,.499,.060,6.6,.239,-0.6,8,-8.0,.255,48
Abraham Nunez,sa3021156,last_15,A,19,CHW (A),Total,- - -,- - -,,,10,35,37,3,1,2,0,0,2,1,2,0,10,0,0,0,0,1,1,.086,5.4%,27.0%,0.20,.135,.143,.278,.057,4.8,.120,-0.3,-1,-5.3,.143,-20
Abraham Nunez,sa3021156,last_7,A,19,CHW (A),Total,- - -,- - -,,,5,14,14,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,.071,0.0%,21.4%,0.00,.071,.143,.214,.071,0.1,.091,0.0,-1,-2.5,.099,-46
Andruw Musett,sa3021175,last_45,A,19,BOS (A),Total,- - -,- - -,,,28,109,124,32,23,6,0,3,18,17,14,0,23,1,0,0,2,1,0,.294,11.3%,18.5%,0.61,.379,.431,.810,.138,3.5,.349,-0.2,21,5.4,.395,130
Andruw Musett,sa3021175,last_15,A,19,BOS (A),Total,- - -,- - -,,,9,33,38,11,8,3,0,0,6,4,5,0,4,0,0,0,1,1,0,.333,13.2%,10.5%,1.25,.421,.424,.845,.091,4.8,.379,0.1,7,2.2,.416,142
Yaikel Mijares,sa3021181,last_45,A,19,CLE (A),Total,- - -,- - -,,,25,69,91,18,14,2,1,1,13,8,20,0,21,2,0,0,1,6,2,.261,22.0%,23.1%,0.95,.440,.362,.802,.101,6.9,.362,0.0,16,5.0,.411,144
Andruw Musett,sa3021175,last_7,A,19,BOS (A),Total,- - -,- - -,,,4,13,17,1,1,0,0,0,3,1,4,0,1,0,0,0,0,1,0,.077,23.5%,5.9%,4.00,.294,.077,.371,.000,6.6,.083,0.1,1,-1.2,.238,36
Andruw Musett,sa3021175,last_30,A,19,BOS (A),Total,- - -,- - -,,,18,71,79,22,16,5,0,1,12,9,8,0,15,0,0,0,1,1,0,.310,10.1%,19.0%,0.53,.380,.423,.802,.113,4.1,.382,0.0,13,3.2,.391,127
Yaikel Mijares,sa3021181,last_15,A,19,CLE (A),Total,- - -,- - -,,,8,26,33,6,5,1,0,0,6,2,7,0,6,0,0,0,1,2,0,.231,21.2%,18.2%,1.17,.394,.269,.663,.038,6.2,.300,0.3,4,0.4,.353,110
Félix Amparo,sa3021180,last_15,A,19,BAL (A),Total,- - -,- - -,,,7,16,20,3,1,2,0,0,1,3,4,0,2,0,0,0,0,3,1,.188,20.0%,10.0%,2.00,.350,.313,.663,.125,4.4,.214,0.1,3,-0.1,.344,99
Yaikel Mijares,sa3021181,last_7,A,19,CLE (A),Total,- - -,- - -,,,3,8,12,1,1,0,0,0,4,0,4,0,2,0,0,0,1,1,0,.125,33.3%,16.7%,2.00,.417,.125,.542,.000,6.6,.167,0.1,1,0.0,.338,100
Jose Pirela,sa3021191,last_7,A,19,CLE (A),Total,- - -,- - -,,,3,9,11,5,3,0,2,0,2,2,0,0,4,2,0,0,0,1,1,.556,0.0%,36.4%,0.00,.636,1.000,1.636,.444,7.4,1.000,-0.3,5,3.2,.730,335
Félix Amparo,sa3021180,last_7,A,19,BAL (A),Total,- - -,- - -,,,3,7,10,0,0,0,0,0,0,1,3,0,2,0,0,0,0,2,0,.000,30.0%,20.0%,1.50,.300,.000,.300,.000,5.0,.000,0.4,0,-0.9,.237,36
Yaikel Mijares,sa3021181,last_30,A,19,CLE (A),Total,- - -,- - -,,,16,45,60,14,11,1,1,1,10,6,15,0,9,0,0,0,1,4,1,.311,25.0%,15.0%,1.67,.483,.444,.928,.133,7.2,.371,0.1,13,5.5,.461,174
Jose Pirela,sa3021191,last_15,A,19,CLE (A),Total,- - -,- - -,,,7,22,26,6,3,1,2,0,5,2,1,0,10,3,0,0,1,1,1,.273,3.8%,38.5%,0.10,.385,.500,.885,.227,8.0,.500,-0.3,5,1.6,.422,151
Jose Pirela,sa3021191,last_30,A,19,CLE (A),Total,- - -,- - -,,,16,51,62,8,4,2,2,0,6,4,6,0,26,5,0,0,2,1,2,.157,9.7%,41.9%,0.23,.306,.275,.581,.118,6.5,.320,-0.8,6,-1.6,.303,80
Félix Amparo,sa3021180,last_45,A,19,BAL (A),Total,- - -,- - -,,,19,42,49,8,4,3,0,1,8,5,7,0,8,0,0,0,0,4,2,.190,14.3%,16.3%,0.88,.306,.333,.639,.143,6.2,.212,-0.2,6,-1.0,.319,85
Luis Merejo,sa3021196,last_30,A,19,CLE (A),Total,- - -,- - -,,,22,81,92,14,9,2,0,3,6,13,8,1,30,1,2,0,0,1,1,.173,8.7%,32.6%,0.27,.250,.309,.559,.136,2.0,.220,-0.4,7,-4.7,.268,59
Luis Merejo,sa3021196,last_45,A,19,CLE (A),Total,- - -,- - -,,,36,131,151,23,14,4,1,4,14,16,14,1,47,3,3,0,0,3,1,.176,9.3%,31.1%,0.30,.265,.313,.578,.137,5.4,.229,-0.1,13,-6.2,.282,67
Félix Amparo,sa3021180,last_30,A,19,BAL (A),Total,- - -,- - -,,,15,32,36,5,2,2,0,1,5,4,4,0,6,0,0,0,0,4,1,.156,11.1%,16.7%,0.67,.250,.313,.563,.156,6.9,.160,0.3,3,-2.1,.277,60
Jose Pirela,sa3021191,last_45,A,19,CLE (A),Total,- - -,- - -,,,28,93,109,14,7,5,2,0,8,8,8,0,42,7,1,0,3,2,2,.151,7.3%,38.5%,0.19,.266,.247,.513,.097,6.4,.269,-0.7,8,-5.7,.266,58
Luis Merejo,sa3021196,last_15,A,19,CLE (A),Total,- - -,- - -,,,11,41,45,10,5,2,0,3,4,10,4,0,16,0,0,0,0,1,0,.244,8.9%,35.6%,0.25,.311,.512,.823,.268,3.2,.318,0.1,7,1.7,.387,130
Luis Merejo,sa3021196,last_7,A,19,CLE (A),Total,- - -,- - -,,,5,19,21,5,2,1,0,2,2,4,2,0,7,0,0,0,0,0,0,.263,9.5%,33.3%,0.29,.333,.632,.965,.368,0.1,.300,0.0,4,1.7,.444,164
Joshua Liranzo,sa3021198,last_45,A,18,BAL (A),Total,- - -,- - -,,,29,91,116,23,17,3,2,1,16,11,21,0,26,3,0,1,2,3,5,.253,18.1%,22.4%,0.81,.409,.363,.771,.110,5.7,.344,-2.2,20,4.4,.394,127
Joshua Liranzo,sa3021198,last_7,A,18,BAL (A),Total,- - -,- - -,,,5,18,21,3,2,1,0,0,3,1,3,0,5,0,0,0,0,0,0,.167,14.3%,23.8%,0.60,.286,.222,.508,.056,2.6,.231,-0.1,2,-1.1,.269,62
Eduardo Quintero,sa3021208,last_7,A,19,LAD (A),Total,- - -,- - -,,,4,14,21,7,3,4,0,0,5,1,6,0,5,0,1,0,0,1,1,.500,28.6%,23.8%,1.20,.619,.786,1.405,.286,3.9,.700,-0.4,7,4.5,.619,262
Eduardo Quintero,sa3021208,last_30,A,19,LAD (A),Total,- - -,- - -,,,23,90,113,32,17,9,2,4,20,18,19,1,23,1,3,0,2,17,5,.356,16.8%,20.4%,0.83,.460,.633,1.094,.278,8.3,.424,0.6,28,13.4,.495,189
Eduardo Quintero,sa3021208,last_15,A,19,LAD (A),Total,- - -,- - -,,,11,38,55,13,7,4,0,2,11,4,14,1,13,1,2,0,0,8,2,.342,25.5%,23.6%,1.08,.509,.605,1.114,.263,6.0,.440,0.4,14,7.0,.507,196
Carlos Tavares,sa3021209,last_30,A,19,WSN (A),Total,- - -,- - -,,,15,45,49,6,5,0,0,1,4,3,4,0,12,0,0,0,3,0,0,.133,8.2%,24.5%,0.33,.204,.200,.404,.067,1.6,.156,-0.1,1,-4.7,.208,23
Joshua Liranzo,sa3021198,last_15,A,18,BAL (A),Total,- - -,- - -,,,12,38,47,5,2,3,0,0,5,1,8,0,11,0,0,1,2,1,2,.132,17.0%,23.4%,0.73,.283,.211,.493,.079,3.7,.185,-0.9,3,-2.7,.267,57
Carlos Tavares,sa3021209,last_45,A,19,WSN (A),Total,- - -,- - -,,,21,63,68,8,6,1,0,1,5,4,5,0,20,0,0,0,3,0,0,.127,7.4%,29.4%,0.25,.191,.190,.382,.063,1.6,.167,-0.1,1,-7.1,.196,15
Joshua Liranzo,sa3021198,last_30,A,18,BAL (A),Total,- - -,- - -,,,21,66,85,16,11,3,2,0,11,7,16,0,18,2,0,1,2,3,5,.242,18.8%,21.2%,0.89,.405,.348,.753,.106,6.0,.333,-2.1,14,2.9,.387,124
Carlos Tavares,sa3021209,last_15,A,19,WSN (A),Total,- - -,- - -,,,7,19,20,2,2,0,0,0,1,0,1,0,8,0,0,0,3,0,0,.105,5.0%,40.0%,0.13,.150,.105,.255,.000,1.6,.182,0.0,-1,-3.0,.136,-20
Eduardo Quintero,sa3021208,last_45,A,19,LAD (A),Total,- - -,- - -,,,35,139,175,51,26,13,4,8,35,29,32,1,35,1,3,0,3,23,8,.367,18.3%,20.0%,0.91,.480,.691,1.171,.324,8.2,.434,0.1,48,25.0,.527,208
Luiyin Alastre,sa3021210,last_7,A+,19,MIL (A+),Total,- - -,- - -,,,6,22,24,5,4,1,0,0,3,0,2,0,5,0,0,0,0,0,0,.227,8.3%,20.8%,0.40,.292,.273,.564,.045,2.2,.294,-0.1,2,-1.1,.277,60
Carlos Tavares,sa3021209,last_7,A,19,WSN (A),Total,- - -,- - -,,,4,13,13,1,1,0,0,0,0,0,0,0,6,0,0,0,3,0,0,.077,0.0%,46.2%,0.00,.077,.077,.154,.000,0.1,.143,0.0,-1,-2.5,.075,-57
Luiyin Alastre,sa3021210,last_15,A+,19,MIL (A+),Total,- - -,- - -,,,11,31,36,7,5,2,0,0,7,0,5,0,6,0,0,0,0,1,0,.226,13.9%,16.7%,0.83,.333,.290,.624,.065,5.8,.280,0.1,4,-0.8,.311,81
Luiyin Alastre,sa3021210,last_30,A+,19,MIL (A+),Total,- - -,- - -,,,19,52,60,10,7,3,0,0,9,2,8,0,9,0,0,0,0,2,0,.192,13.3%,15.0%,0.89,.300,.250,.550,.058,6.1,.233,0.2,5,-2.8,.278,61
Luiyin Alastre,sa3021210,last_45,A+,19,MIL (A+),Total,- - -,- - -,,,28,83,94,15,12,3,0,0,13,6,10,0,19,1,0,0,0,2,1,.181,10.6%,20.2%,0.53,.277,.217,.493,.036,4.8,.234,-0.3,5,-6.2,.253,45
Yirer Garcia,sa3021211,last_45,A,19,TBR (A),Total,- - -,- - -,,,22,56,72,13,12,1,0,0,3,11,11,0,14,3,1,1,3,3,1,.232,15.3%,19.4%,0.79,.380,.250,.630,.018,3.1,.302,-0.1,10,0.1,.341,94
Yirer Garcia,sa3021211,last_15,A,19,TBR (A),Total,- - -,- - -,,,8,24,28,2,2,0,0,0,1,3,3,0,7,1,0,0,3,0,0,.083,10.7%,25.0%,0.43,.214,.083,.298,.000,0.8,.118,-0.1,0,-3.2,.181,7
Yirer Garcia,sa3021211,last_30,A,19,TBR (A),Total,- - -,- - -,,,16,43,53,7,6,1,0,0,2,5,6,0,13,3,0,1,3,0,0,.163,11.3%,24.5%,0.46,.308,.186,.494,.023,0.5,.233,-0.1,4,-2.4,.276,59
Yirer Garcia,sa3021211,last_7,A,19,TBR (A),Total,- - -,- - -,,,4,11,14,2,2,0,0,0,1,2,2,0,3,1,0,0,2,0,0,.182,14.3%,21.4%,0.67,.357,.182,.539,.000,1.1,.250,-0.1,1,-0.3,.307,83
Starlyn Nunez,sa3021216,last_7,A,19,BOS (A),Total,- - -,- - -,,,4,18,19,6,6,0,0,0,1,3,1,0,6,0,0,0,0,4,0,.333,5.3%,31.6%,0.17,.368,.333,.702,.000,5.3,.500,0.7,3,0.2,.349,102
Starlyn Nunez,sa3021216,last_15,A,19,BOS (A),Total,- - -,- - -,,,10,37,44,10,9,1,0,0,6,4,5,0,7,2,0,0,0,5,2,.270,11.4%,15.9%,0.71,.386,.297,.684,.027,5.8,.333,0.0,6,0.6,.355,106
Jose Monzon,sa3021222,last_15,A,19,TBR (A),Total,- - -,- - -,,,9,31,35,9,6,3,0,0,3,4,4,0,6,0,0,0,0,1,1,.290,11.4%,17.1%,0.67,.371,.387,.759,.097,2.9,.360,-0.3,5,1.0,.374,123
Starlyn Nunez,sa3021216,last_30,A,19,BOS (A),Total,- - -,- - -,,,19,71,83,17,13,2,1,1,11,10,8,0,15,3,1,0,0,7,2,.239,9.6%,18.1%,0.53,.337,.338,.675,.099,8.0,.286,0.3,10,0.0,.337,95
Starlyn Nunez,sa3021216,last_45,A,19,BOS (A),Total,- - -,- - -,,,31,114,130,29,23,2,1,3,16,18,11,0,20,4,1,0,0,10,2,.254,8.5%,15.4%,0.55,.338,.368,.707,.114,7.1,.283,0.7,17,1.1,.349,102
Jose Monzon,sa3021222,last_30,A,19,TBR (A),Total,- - -,- - -,,,17,54,66,12,9,3,0,0,7,6,11,0,10,0,1,0,0,2,2,.222,16.7%,15.2%,1.10,.348,.278,.626,.056,3.3,.267,-0.7,8,-0.6,.324,93
Carlos Monteverde,sa3021224,last_7,A,19,ATL (A),Total,- - -,- - -,,,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,.000,0.0%,33.3%,0.00,.000,.000,.000,.000,0.1,.000,0.0,0,-0.8,.000,-98
Carlos Monteverde,sa3021224,last_30,A,19,ATL (A),Total,- - -,- - -,,,14,47,50,9,8,0,0,1,3,10,2,0,13,1,0,0,3,0,0,.191,4.0%,26.0%,0.15,.240,.255,.495,.064,0.8,.242,-0.1,3,-4.1,.248,43
Carlos Monteverde,sa3021224,last_45,A,19,ATL (A),Total,- - -,- - -,,,19,63,69,12,10,1,0,1,5,11,5,0,19,1,0,0,3,0,0,.190,7.2%,27.5%,0.26,.261,.254,.515,.063,1.1,.256,-0.1,5,-4.7,.262,51
Jose Monzon,sa3021222,last_45,A,19,TBR (A),Total,- - -,- - -,,,26,86,99,17,13,4,0,0,9,6,12,0,17,0,1,0,0,3,2,.198,12.1%,17.2%,0.71,.293,.244,.537,.047,3.8,.243,-0.5,8,-4.4,.277,65
Carlos Monteverde,sa3021224,last_15,A,19,ATL (A),Total,- - -,- - -,,,7,24,25,4,4,0,0,0,1,2,1,0,8,0,0,0,3,0,0,.167,4.0%,32.0%,0.13,.200,.167,.367,.000,0.8,.250,0.0,0,-3.2,.189,9
Jose Monzon,sa3021222,last_7,A,19,TBR (A),Total,- - -,- - -,,,4,15,17,6,3,3,0,0,3,3,2,0,4,0,0,0,0,0,1,.400,11.8%,23.5%,0.50,.471,.600,1.071,.200,3.3,.545,-0.5,4,2.1,.507,203
Luis Guevara,sa3021232,last_7,A,19,BAL (A),Total,- - -,- - -,,,3,8,11,2,2,0,0,0,2,1,3,0,2,0,0,0,1,2,0,.250,27.3%,18.2%,1.50,.455,.250,.705,.000,6.6,.333,0.4,2,0.4,.394,125
Luis Guevara,sa3021232,last_15,A,19,BAL (A),Total,- - -,- - -,,,8,17,27,5,3,0,2,0,5,3,9,0,2,0,1,0,2,2,2,.294,33.3%,7.4%,4.50,.519,.529,1.048,.235,6.6,.313,-0.6,7,3.2,.496,190
Luis Lameda,sa3021233,last_30,A,19,MIL (A),Total,- - -,- - -,,,17,45,58,7,3,3,1,0,6,9,13,0,8,0,0,0,2,1,0,.156,22.4%,13.8%,1.63,.345,.267,.611,.111,6.5,.189,0.0,7,-0.5,.324,88
Kleyver Salazar,sa3021241,last_15,A,19,BOS (A),Total,- - -,- - -,,,10,40,41,9,6,2,0,1,3,5,1,0,9,0,0,0,2,0,1,.225,2.4%,22.0%,0.11,.244,.350,.594,.125,2.1,.267,-0.5,3,-1.6,.283,63
Luis Lameda,sa3021233,last_7,A,19,MIL (A),Total,- - -,- - -,,,4,9,10,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,.000,10.0%,20.0%,0.50,.100,.000,.100,.000,2.6,.000,0.0,-1,-1.9,.077,-61
Luis Guevara,sa3021232,last_30,A,19,BAL (A),Total,- - -,- - -,,,14,38,51,9,6,0,3,0,11,5,9,0,9,3,1,0,3,4,2,.237,17.6%,17.6%,1.00,.412,.395,.807,.158,8.5,.300,-0.3,9,2.5,.401,137
Kleyver Salazar,sa3021241,last_7,A,19,BOS (A),Total,- - -,- - -,,,4,15,16,5,3,1,0,1,1,5,1,0,3,0,0,0,0,0,0,.333,6.3%,18.8%,0.33,.375,.600,.975,.267,0.1,.364,0.0,3,1.4,.457,166
Luis Guevara,sa3021232,last_45,A,19,BAL (A),Total,- - -,- - -,,,23,64,82,13,10,0,3,0,13,7,13,0,20,3,2,0,3,7,2,.203,15.9%,24.4%,0.65,.354,.297,.651,.094,9.0,.283,0.2,10,-0.1,.335,99
Luis Lameda,sa3021233,last_15,A,19,MIL (A),Total,- - -,- - -,,,8,20,24,4,1,3,0,0,3,3,4,0,3,0,0,0,0,0,0,.200,16.7%,12.5%,1.33,.333,.350,.683,.150,1.9,.235,-0.1,3,0.1,.342,98
Kleyver Salazar,sa3021241,last_30,A,19,BOS (A),Total,- - -,- - -,,,19,70,80,15,12,2,0,1,6,7,9,0,17,0,1,0,3,1,2,.214,11.3%,21.3%,0.53,.300,.286,.586,.071,2.1,.264,-0.9,7,-2.5,.295,70
